sku,Termék neve,"Súly
kg",Típus,nemtudommi,Hozzavalok,Price without VAT ,BARCODE,Legal Product Name ,Product Description ,Additives - EU ,Analytical Constituents - EU ,Ingredients ,Recommended for ,Not Recommended for,PictureUrl
604022,SP Feline Kitten Mousse 82 g,0.082,konzerv,24,csirke,370,52742013350,Hill's Science Plan Kitten 1st Nutrition Mousse Csirkével és Pulykával - konzerv,"A Hill's Science Plan KITTEN 1. NUTRITION MACSKAELEDEL CSIRKÉVEL (9%) ÉS PULYKÁVAL (29%) teljes értékű állateledel kiscicáknak az elválasztástól 1 éves korig, valamint vemhes és szoptató macskáknak.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 19.5mg, 3b202 (Jód) 0.7mg, 3b405 (Réz) 2.5mg, 3b503 (Mangán) 2.8mg, 3b603 (Cink) 36.7mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 10.6%, Zsírtartalom 8.4%, Nyersrost 0.03%, Nyershamu 2.1%, Nedvesség  75.7%, Kalcium 0.28%, Foszfor 0.27%, Nátrium 0.13%, Kálium 0.21%, Magnézium 0.03%; kilogrammonként: A-vitamin 47,501NE, D3-vitamin 479NE.","Csirkével és pulyka: pulyka (29%), sertés, csirke (9%), kukoricaliszt, állati zsiradék, ásványi anyagok, halolaj, hidrolizált húskivonat, taurin, vitaminok és nyomelemek.",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604022/604022 SP Feline kitten mousse 82 gr.jpg
603984,SP Feline Kitten Chicken 82 g,0.082,konzerv,24,csirke,370,52742013473,Hill's Science Plan Kitten macskaeledel Csirkével - konzerv,"A Hill's Science Plan KITTEN MACSKAELEDEL CSIRKÉVEL (5%) teljes értékű állateledel kiscicáknak az elválasztástól 1 éves korig, valamint vemhes és szoptató macskák számára.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 23.5mg, 3b202 (Jód) 0.9mg, 3b405 (Réz) 3.5mg, 3b503 (Mangán) 2.6mg, 3b603 (Cink) 30.0mg.","ANALITIKAI ÖSSZETEVŐK: Fehérje 13.2%, Zsírtartalom 8.5%, Nyersrost 0.27%, Nyershamu 2.8%, Nedvesség  71.1%, Kalcium 0.45%, Foszfor 0.35%, Nátrium 0.15%, Kálium 0.33%, Magnézium 0.04%; kilogrammonként: A-vitamin 80,190NE, D3-vitamin 529NE.","Csirkével: Sertés, csirke (5%), állati zsiradék, tojáspor, kukoricakeményítő, kukoricaglutén-liszt, szójaliszt, ásványi anyagok, hidrolizált húskivonat, halolaj, sörélesztő, cellulóz, taurin, szárított répapép, vitaminok és nyomelemek.",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/603984/603984 SP Feline kitten chicken 82 gr.jpg
607081,SP Feline Kitten Chicken CiG 12x85g,1.02,alutasak,1,csirke,"4,650",52742211213,Hill's Science Plan Kitten macskaeledel Csirkével,Teljes értékű eledel kiscicáknak és vemhes vagy szoptató anyamacskáknak (csirke 31%),"ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 13,7 mg, 3b202 (Jód) 0,4 mg, 3b405 (Réz) 3,6 mg, 3b502 (Mangán) 3,0 mg, 3b603 (Cink) 35,2 mg; természetes karamellel színezve.","ANALITIKAI ÖSSZETEVŐK: Fehérje 9,6 %, Zsírtartalom 5,7 %, Nyersrost 0,66 %, Nyershamu 1,9 %, Nedvesség  78,0 %, Kalcium 0,29 %, Foszfor 0,25 %, Nátrium 0,10 %, Kálium 0,18 %, Magnézium 0,02 %; kilogrammonként: A-vitamin 22,137 NE, D3-vitamin 324 NE, E-vitamin 143 mg,C-vitamin 22 mg, Béta-karotin 0,26 mg.","Csirkés: csirke (31%), sertéshús, borsófehérje, búzaliszt, ásványi anyagok, lazac, cellulóz, szárított egész tojás, szárított sertésfehérje, kukoricakeményítő, dextróz, halolaj, xilóz, napraforgóolaj, vitaminok, dextrin, taurin, nyomelemek és béta karotin. Természetes karamellel színezve.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató macskáknak.","Felnőtt macska hosszú távú etetésére, hacsak nincs a szokásosnál nagyobb energiaigénye.",
604038,SP Feline Kitten Ocean Fish CiG 12x85g,1.02,alutasak,1,"tengeri
halak","4,650",52742211312,Hill's Science Plan Kitten macskaeledel Tengeri hallal,A Hill's Science Plan KITTEN MACSKAELEDEL TENGERI HALLAL (4%) teljes értékű állateledel kiscicáknak az elválasztástól 1 éves korig vagy a vemhes és szoptató macskáknak.,"ADALÉKANYAGOK: Tápértékkel rendelkező adalékanyagok: 3b103 (vas) 13,5 mg, 3b202 (jód) 0,4 mg, 3b405 (réz) 3,6 mg, 3b502 (mangán) 3,0 mg, 3b603 (cink) 34,7 mg; természetes karamellel színezve.","ANALITIKAI ÖSSZETEVŐK: Fehérje 10,3 %, Zsírtartalom 6,0 %, Nyersrost 0,67 %, Nyershamu 2,0 %, Nedvesség  78,0 %, Kalcium 0,32 %, Foszfor 0,27 %, Nátrium 0,11 %, Kálium 0,17 %, Magnézium 0,03 %; kilogrammonként: A-vitamin 20,276 NE, D3-vitamin 416 NE, E-vitamin 143 mg,C-vitamin 22 mg, Béta-karotin 0,26 mg.","Tengeri hallal: csirke, sertéshús, borsófehérje, tengeri hal (4%), ásványi anyagok, szárított egész tojás, kukoricakeményítő, cellulóz, szárított sertésfehérje, különböző cukrok, napraforgóolaj, halolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes karamellel színezve.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató macskáknak.","Felnőtt macskák hosszú távú etetésére, kivéve, ha valami okból nagy az energiaigényük.",https://github.com/totapp91/hills/604038/604038 SP Feline kitten ocean fish CiG 12x85 gr.jpg
604035,SP Feline Kitten Turkey CiG 12x85g,1.02,alutasak,1,pulyka,"4,650",52742211411,Hill's Science Plan Kitten macskaeledel Pulykával,Teljes értékű eledel kiscicáknak és vemhes vagy szoptató anyamacskáknak (pulykahús 4%),"ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 13,9 mg, 3b202 (Jód) 0,4 mg, 3b405 (Réz) 3,7 mg, 3b502 (Mangán) 3,1 mg, 3b603 (Cink) 35,7 mg; természetes karamellel színezve.","ANALITIKAI ÖSSZETEVŐK: Fehérje 9,7 %, Zsírtartalom 5,7 %, Nyersrost 0,67 %, Nyershamu 1,9 %, Nedvesség  78,0 %, Kalcium 0,29 %, Foszfor 0,25 %, Nátrium 0,11 %, Kálium 0,18 %, Magnézium 0,02 %; kilogrammonként: A-vitamin 22,734 NE, D3-vitamin 319 NE, E-vitamin 143 mg,C-vitamin 22 mg, Béta-karotin 0,26 mg.","Pulykával: csirke, sertés, pulyka (4%), borsófehérje, búzaliszt, ásványi anyagok, szárított teljes tojás, lazac, cellulóz, különböző cukrok, szárított sertésfehérje, kukoricakeményítő, halolaj, napraforgóolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes karamellel színezve.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató macskáknak.","Felnőtt macska hosszú távú etetésére, hacsak nincs a szokásosnál nagyobb energiaigénye.",https://github.com/totapp91/hills/604035/604035 SP FELINE KITTEN TURKEY CiG 12x85 gr.jpg
604032,SP Feline KItten Chicken&Turkey CiG 12x85g,1.02,alutasak,1,multipack,"4,450",52742211619,Hill's Science Plan Kitten csirkés és pulykás macskaeledel,Teljes értékű eledel kölyökmacskáknak és vemhes vagy szoptató anyamacskáknak (csirke 31%); Teljes értékű eledel kölyökmacskáknak és vemhes vagy szoptató anyamacskáknak (pulyka 4%).,"ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok : 3b103 (Vas) 13,7mg, 3b202 (Jód) 0,4mg, 3b405 (Réz) 3,6mg, 3b502 (Mangán) 3,0mg, 3b603 (Cink) 35,2mg; természetes karamellel színezve.; ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok : 3b103 (Vas) 13,7mg, 3b202 (Jód) 0,4mg, 3b405 (Réz) 3,6mg, 3b502 (Mangán) 3,0mg, 3b603 (Cink) 35,2mg; természetes karamellel színezve.","ANALITIKAI ÖSSZETEVŐK: Fehérje 9,6%, zsírtartalom 5,7%, nyersrost 0,66%, nyershamu 1,9%, nedvesség 78,0%, kalcium 0,29%, foszfor 0,25%, nátrium 0,10%, kálium 0,18%, magnézium 0,02%; kilogrammonként: A-vitamin 22 137 NE, D3-vitamin 324NE, E-vitamin 143mg, C-vitamin 22mg, béta-karotin 0,26mg.; ANALITIKAI ÖSSZETEVŐK:  Fehérje 9,7%, zsírtartalom 5,7%, nyersrost 0,67%, nyershamu 1,9%, nedvesség 78,0%, kalcium 0.29%, foszfor 0,25%, kálium 0,18%, nátrium 0,11%, magnézium 0,02%; kilogrammonként: A-vitamin 22,734NE, D3-vitamin 319NE, E-vitamin 143mg, C-vitamin 22mg, béta-karotin 0,26mg.","Csirkés: csirke (31%), sertés, borsófehérje, búzaliszt, ásványi anyagok, lazac, cellulóz, szárított egész tojás, szárított sertésfehérje, kukoricakeményítő, dextróz, halolaj, xilóz, napraforgóolaj, vitaminok, dextrin, taurin, nyomelemek és béta-karotin. Természetes karamellel színezve.; Pulykás: csirke, sertés, pulyka (4%), borsófehérje, búzaliszt, ásványi anyagok, lazac, cellulóz, különféle cukrok, szárított egész tojás, szárított sertésfehérje, kukoricakeményítő, halolaj, napraforgóolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes karamellel színezve.",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",
604046,SP Feline Kitten Chicken 300 g,0.3,száraz,6,csirke,"1,270",52742022741,Hill's Science Plan Kitten csirkés macskaeledel,"A Hill's Science Plan KITTEN CSIRKÉS MACSKAELEDEL (csirke 29%; összes baromfi 45%) teljes értékű eledel 3 hetes-12 hónapos korú kölyökmacskák, valamint vemhes- és szoptató anyamacskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 63.4mg, 3b202 (Jód) 1.0mg, 3b405 (Réz) 6.3mg, 3b502 (Mangán) 6.6mg, 3b603 (Cink) 131mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.8%, Zsírtartalom 23.9%, DHA 0.15%, Nyersrost 1.5%, Nyershamu 7.2%, Kalcium 1.3%, Foszfor 1.1%, Nátrium 0.49%, Kálium 0.83%, Magnézium 0.10%; kilogrammonként: A-vitamin 10,542NE, D3-vitamin 1,024NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (46%) -és pulykaliszt, kukorica, állati zsiradék, hidrolizált húskivonat, ásványi anyagok, halolaj, szárított répapép, lenmag, szójaolaj, cellulóz, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604046/604046 SP Feline kittern chicken 300 gr.jpg
604048,SP Feline Kitten Chicken 1.5 kg,1.5,száraz,6,csirke,"5,290",52742023649,Hill's Science Plan Kitten csirkés macskaeledel,"A Hill's Science Plan KITTEN CSIRKÉS MACSKAELEDEL (csirke 29%; összes baromfi 45%) teljes értékű eledel 3 hetes-12 hónapos korú kölyökmacskák, valamint vemhes- és szoptató anyamacskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 63.4mg, 3b202 (Jód) 1.0mg, 3b405 (Réz) 6.3mg, 3b502 (Mangán) 6.6mg, 3b603 (Cink) 131mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.8%, Zsírtartalom 23.9%, DHA 0.15%, Nyersrost 1.5%, Nyershamu 7.2%, Kalcium 1.3%, Foszfor 1.1%, Nátrium 0.49%, Kálium 0.83%, Magnézium 0.10%; kilogrammonként: A-vitamin 10,542NE, D3-vitamin 1,024NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (46%) -és pulykaliszt, kukorica, állati zsiradék, hidrolizált húskivonat, ásványi anyagok, halolaj, szárított répapép, lenmag, szójaolaj, cellulóz, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604048/604048 SP Feline kittern chicken 1.5 kg.jpg
604049,SP Feline Kitten Chicken 3 kg,3,száraz,4,csirke,"9,000",52742024363,Hill's Science Plan Kitten csirkés macskaeledel,"A Hill's Science Plan KITTEN CSIRKÉS MACSKAELEDEL (csirke 29%; összes baromfi 45%) teljes értékű eledel 3 hetes-12 hónapos korú kölyökmacskák, valamint vemhes- és szoptató anyamacskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 63.4mg, 3b202 (Jód) 1.0mg, 3b405 (Réz) 6.3mg, 3b502 (Mangán) 6.6mg, 3b603 (Cink) 131mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.8%, Zsírtartalom 23.9%, DHA 0.15%, Nyersrost 1.5%, Nyershamu 7.2%, Kalcium 1.3%, Foszfor 1.1%, Nátrium 0.49%, Kálium 0.83%, Magnézium 0.10%; kilogrammonként: A-vitamin 10,542NE, D3-vitamin 1,024NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (46%) -és pulykaliszt, kukorica, állati zsiradék, hidrolizált húskivonat, ásványi anyagok, halolaj, szárított répapép, lenmag, szójaolaj, cellulóz, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604049/604049 SP Feline kittern chicken 3 kg.jpg
604050,SP Feline Kitten Chicken 7 kg,7,száraz,1,csirke,"18,510",52742023731,Hill's Science Plan Kitten csirkés macskaeledel,"A Hill's Science Plan KITTEN CSIRKÉS MACSKAELEDEL (csirke 29%; összes baromfi 45%) teljes értékű eledel 3 hetes-12 hónapos korú kölyökmacskák, valamint vemhes- és szoptató anyamacskák részére.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 63.4mg, 3b202 (Jód) 1.0mg, 3b405 (Réz) 6.3mg, 3b502 (Mangán) 6.6mg, 3b603 (Cink) 131mg, E8 (Szelén) 0.1mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.8%, Zsírtartalom 23.9%, DHA 0.15%, Nyersrost 1.5%, Nyershamu 7.2%, Kalcium 1.3%, Foszfor 1.1%, Nátrium 0.49%, Kálium 0.83%, Magnézium 0.10%; kilogrammonként: A-vitamin 10,542NE, D3-vitamin 1,024NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Csirke: Csirke (46%) -és pulykaliszt, kukorica, állati zsiradék, hidrolizált húskivonat, ásványi anyagok, halolaj, szárított répapép, lenmag, szójaolaj, cellulóz, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604050/604050 SP Feline kittern chicken 7 kg.jpg
604051,SP Feline Kitten Tuna 300 g,0.3,száraz,6,tonhal,"1,270",52742022758,Hill's Science Plan Kitten macskaeledel Tonhallal,"A Science Plan KITTEN MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 3 hét és 12 hónap közötti életkorú kölyökmacskák részére, valamint vemhes és szoptató anyamacskák számára.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 58.8mg, 3b202 (Jód) 2.6mg, 3b405 (Réz) 5.8mg, 3b502 (Mangán) 6.1mg, 3b603 (Cink) 91.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.3%, Zsírtartalom 24.1%, DHA 0.15%, Nyersrost 1.2%, Nyershamu 7.3%, Kalcium 1.4%, Foszfor 1.1%, Nátrium 0.48%, Kálium 0.82%, Magnézium 0.10%; kilogrammonként: A-vitamin 8,556NE, D3-vitamin 878NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, állati zsiradék, tonhalliszt (5%), kukoricaglutén-liszt, hidrolizált húskivonat, lenmag, ásványi anyagok, szárított répapép, halolaj, szójaolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604051/604051 SP Feline kitten tuna 300 gr.jpg
604053,SP Feline Kitten Tuna 1.5 kg,1.5,száraz,6,tonhal,"5,290",52742022802,Hill's Science Plan Kitten macskaeledel Tonhallal,"A Science Plan KITTEN MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 3 hét és 12 hónap közötti életkorú kölyökmacskák részére, valamint vemhes és szoptató anyamacskák számára.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 58.8mg, 3b202 (Jód) 2.6mg, 3b405 (Réz) 5.8mg, 3b502 (Mangán) 6.1mg, 3b603 (Cink) 91.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.3%, Zsírtartalom 24.1%, DHA 0.15%, Nyersrost 1.2%, Nyershamu 7.3%, Kalcium 1.4%, Foszfor 1.1%, Nátrium 0.48%, Kálium 0.82%, Magnézium 0.10%; kilogrammonként: A-vitamin 8,556NE, D3-vitamin 878NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, állati zsiradék, tonhalliszt (5%), kukoricaglutén-liszt, hidrolizált húskivonat, lenmag, ásványi anyagok, szárított répapép, halolaj, szójaolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604053/604053 SP Feline kitten tuna 1.5 kg.jpg
604173,SP Feline Kitten Tuna 7 kg,7,száraz,1,tonhal,"18,510",52742024431,Hill's Science Plan Kitten macskaeledel Tonhallal,"A Science Plan KITTEN MACSKAELEDEL TONHALLAL (tonhal 5%) teljes értékű eledel 3 hét és 12 hónap közötti életkorú kölyökmacskák részére, valamint vemhes és szoptató anyamacskák számára.","ADALÉKANYAGOK /KG: Tápértékkel rendelkező adalékanyagok: 3b103 (Vas) 58.8mg, 3b202 (Jód) 2.6mg, 3b405 (Réz) 5.8mg, 3b502 (Mangán) 6.1mg, 3b603 (Cink) 91.2mg; természetes antioxidánssal.","ANALITIKAI ÖSSZETEVŐK: Fehérje 37.3%, Zsírtartalom 24.1%, DHA 0.15%, Nyersrost 1.2%, Nyershamu 7.3%, Kalcium 1.4%, Foszfor 1.1%, Nátrium 0.48%, Kálium 0.82%, Magnézium 0.10%; kilogrammonként: A-vitamin 8,556NE, D3-vitamin 878NE, E-vitamin 600mg, C-vitamin 90mg, Béta-karotin 1.5mg.","Tonhallal: Csirke- és pulykaliszt, kukorica, állati zsiradék, tonhalliszt (5%), kukoricaglutén-liszt, hidrolizált húskivonat, lenmag, ásványi anyagok, szárított répapép, halolaj, szójaolaj, vitaminok, taurin, nyomelemek és béta-karotin. Természetes antioxidánssal (tokoferolkeverék).",Kölyökmacskáknak az elválasztástól 1 éves korig és vemhes vagy szoptató anyamacskáknak.,"Felnőtt macskák hosszú távú etetésére, kivéve ha az átlagosnál több energiát igényelnek.",https://github.com/totapp91/hills/604173/604053 SP Feline kitten tuna 1.5 kg.jpg
607239,SP FELINE KITTEN PERFECT DIGESTION 1.5 KG,1.5,száraz,6,csirke,"5,870",52742053448,Hill's Science Plan PERFECT DIGESTION KITTEN csirkés macskaeledel kölyökmacskáknak barna rizzsel,"A kölyökmacskák számára kifeljesztett csirkés és barna rizses Hill's Science Plan PERFECT DIGESTION KITTEN macskaeledel teljes értékű állateledel kölyökmacskáknak 3 hetes kortól 12 hónapos korig, valamint vemhes vagy szoptató anyamacskáknak.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (vas) 61,3 mg, 3b202 (jód) 1,5 mg, 3b405 (réz) 6,0 mg, 3b502 (mangán) 6,3 mg, 3b603 (cink) 107 mg, 3b801 (szelén) 0,1 mg; természetes antioxidánssal. ","ANALITIKAI ÖSSZETEVŐK: fehérje 36,6%, zsírtartalom 22,8%, nyersrost 2,4%, nyershamu 7,6%, kalcium 1,3%, foszfor 1,1%, nátrium 0,47%, kálium 1,0%; magnézium 0,11%; kilogrammonként: A-vitamin 9159 NE, D3-vitamin 755 NE, E-vitamin 600 mg, C-vitamin 90 mg, béta-karotin 1,5 mg. ","ÖSSZETÉTEL: Csirke- és pulykaliszt (csirke 27%; baromfi összesen 42%), kukorica, állati zsír, barna rizs (4%), tört rizs, árpa, zab, ásványi anyagok, hidrolizált húskivonat, őrölt pekándióhéj, növényi olaj, szárított répapép, lenmag, szárított citruspép, cellulóz, halolaj, szárított tőzegáfonya. ActivBiome+ prebiotikus keverék (4%): Őrölt pekándióhéj, szárított répapép, lenmag, szárított citruspép, szárított tőzegáfonya.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató anyamacskáknak.","Felnőtt macska hosszú távú etetésére, hacsak nincs a szokásosnál nagyobb energiaigénye.",https://github.com/totapp91/hills/607239/607239 SP Kitten Perfect Digestion dry 3D Front.png
607227,SP FELINE KITTEN PERFECT DIGESTION 300 G,0.3,száraz,6,csirke,"1,410",52742053226,Hill's Science Plan PERFECT DIGESTION KITTEN csirkés macskaeledel kölyökmacskáknak barna rizzsel,"A kölyökmacskák számára kifeljesztett csirkés és barna rizses Hill's Science Plan PERFECT DIGESTION KITTEN macskaeledel teljes értékű állateledel kölyökmacskáknak 3 hetes kortól 12 hónapos korig, valamint vemhes vagy szoptató anyamacskáknak.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (vas) 61,3 mg, 3b202 (jód) 1,5 mg, 3b405 (réz) 6,0 mg, 3b502 (mangán) 6,3 mg, 3b603 (cink) 107 mg, 3b801 (szelén) 0,1 mg; természetes antioxidánssal. ","ANALITIKAI ÖSSZETEVŐK: fehérje 36,6%, zsírtartalom 22,8%, nyersrost 2,4%, nyershamu 7,6%, kalcium 1,3%, foszfor 1,1%, nátrium 0,47%, kálium 1,0%; magnézium 0,11%; kilogrammonként: A-vitamin 9159 NE, D3-vitamin 755 NE, E-vitamin 600 mg, C-vitamin 90 mg, béta-karotin 1,5 mg. ","ÖSSZETÉTEL: Csirke- és pulykaliszt (csirke 27%; baromfi összesen 42%), kukorica, állati zsír, barna rizs (4%), tört rizs, árpa, zab, ásványi anyagok, hidrolizált húskivonat, őrölt pekándióhéj, növényi olaj, szárított répapép, lenmag, szárított citruspép, cellulóz, halolaj, szárított tőzegáfonya. ActivBiome+ prebiotikus keverék (4%): Őrölt pekándióhéj, szárított répapép, lenmag, szárított citruspép, szárított tőzegáfonya.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató anyamacskáknak.","Felnőtt macska hosszú távú etetésére, hacsak nincs a szokásosnál nagyobb energiaigénye.",https://github.com/totapp91/hills/607227/607227 SP Kitten Perfect Digestion dry 3D Front.png
607229,SP FELINE KITTEN PERFECT DIGESTION 7 KG,7,száraz,1,csirke,"20,510",52742053417,Hill's Science Plan PERFECT DIGESTION KITTEN csirkés macskaeledel kölyökmacskáknak barna rizzsel,"A kölyökmacskák számára kifeljesztett csirkés és barna rizses Hill's Science Plan PERFECT DIGESTION KITTEN macskaeledel teljes értékű állateledel kölyökmacskáknak 3 hetes kortól 12 hónapos korig, valamint vemhes vagy szoptató anyamacskáknak.","ADALÉKANYAGOK/KG: Tápértékkel rendelkező adalékanyagok: 3b103 (vas) 61,3 mg, 3b202 (jód) 1,5 mg, 3b405 (réz) 6,0 mg, 3b502 (mangán) 6,3 mg, 3b603 (cink) 107 mg, 3b801 (szelén) 0,1 mg; természetes antioxidánssal. ","ANALITIKAI ÖSSZETEVŐK: fehérje 36,6%, zsírtartalom 22,8%, nyersrost 2,4%, nyershamu 7,6%, kalcium 1,3%, foszfor 1,1%, nátrium 0,47%, kálium 1,0%; magnézium 0,11%; kilogrammonként: A-vitamin 9159 NE, D3-vitamin 755 NE, E-vitamin 600 mg, C-vitamin 90 mg, béta-karotin 1,5 mg. ","ÖSSZETÉTEL: Csirke- és pulykaliszt (csirke 27%; baromfi összesen 42%), kukorica, állati zsír, barna rizs (4%), tört rizs, árpa, zab, ásványi anyagok, hidrolizált húskivonat, őrölt pekándióhéj, növényi olaj, szárított répapép, lenmag, szárított citruspép, cellulóz, halolaj, szárított tőzegáfonya. ActivBiome+ prebiotikus keverék (4%): Őrölt pekándióhéj, szárított répapép, lenmag, szárított citruspép, szárított tőzegáfonya.","Kölyökmacskáknak az elválasztástól 1 éves korig, illetve vemhes vagy szoptató anyamacskáknak.","Felnőtt macska hosszú távú etetésére, hacsak nincs a szokásosnál nagyobb energiaigénye.",https://github.com/totapp91/hills/607229/607229 SP Kitten Perfect Digestion dry 3D Front.png
